timestamp,car,truck,bike,auto,ambulance,total
2026-04-03 02:48:08,N,11,8,3,0,0,22
2026-04-03 02:48:08,S,19,12,1,0,0,32
2026-04-03 02:48:09,N,12,5,4,0,0,21
2026-04-03 02:48:09,S,17,10,0,0,0,27
2026-04-03 02:48:09,N,13,8,2,0,0,23
2026-04-03 02:48:10,S,16,10,0,0,0,26
2026-04-03 02:48:11,N,12,8,2,0,0,22
2026-04-03 02:48:11,S,16,11,0,0,0,27
2026-04-03 02:48:12,N,12,7,1,0,0,20
2026-04-03 02:48:12,S,12,11,1,0,0,24
2026-04-03 02:48:12,N,14,6,1,0,0,21
2026-04-03 02:48:13,S,12,14,1,0,0,27
2026-04-03 02:48:13,N,12,7,0,0,0,19
2026-04-03 02:48:14,S,11,9,1,0,0,21
2026-04-03 02:48:15,N,15,5,2,0,0,22
2026-04-03 02:48:15,S,10,12,0,0,0,22
2026-04-03 02:48:15,N,13,5,1,0,0,19
2026-04-03 02:48:16,S,10,14,1,0,0,25
2026-04-03 02:48:16,N,14,6,2,0,0,22
2026-04-03 02:48:17,S,7,11,0,0,0,18
2026-04-03 02:48:18,N,15,2,4,0,0,21
2026-04-03 02:48:18,S,9,9,1,0,0,19
2026-04-03 02:48:29,N,14,15,0,0,0,29
2026-04-03 02:48:30,N,19,17,1,0,0,37
2026-04-03 02:48:31,N,15,9,0,0,0,24
2026-04-03 02:48:32,N,14,14,1,0,0,29
2026-04-03 02:48:33,N,10,17,1,0,0,28
2026-04-03 02:48:34,N,11,13,1,0,0,25
2026-04-03 02:48:35,N,15,14,0,0,0,29
2026-04-03 02:48:36,N,19,12,1,0,0,32
2026-04-03 02:48:37,N,14,10,0,0,0,24
2026-04-03 02:48:38,N,15,10,4,0,0,29
2026-04-03 02:48:49,N,15,14,2,0,0,31
2026-04-03 02:48:50,N,18,11,0,0,0,29
2026-04-03 02:48:51,N,15,9,0,0,0,24
2026-04-03 02:48:52,N,12,12,1,0,0,25
2026-04-03 02:48:53,N,13,15,1,0,0,29
2026-04-03 02:48:54,N,11,16,2,0,0,29
2026-04-03 02:48:55,N,16,12,1,0,0,29
2026-04-03 02:48:56,N,16,14,1,0,0,31
2026-04-03 02:48:57,N,19,6,1,0,0,26
2026-04-03 02:48:58,N,16,9,0,0,0,25
2026-04-03 02:48:59,N,17,15,1,0,0,33
2026-04-03 02:48:59,N,12,11,4,0,0,27
2026-04-03 02:49:00,N,16,16,0,0,0,32
2026-04-03 02:49:00,N,15,9,4,0,0,28
2026-04-03 02:49:01,N,15,12,1,0,0,28
2026-04-03 02:49:01,N,16,15,1,0,0,32
2026-04-03 02:49:02,N,13,11,2,0,0,26
2026-04-03 02:49:02,N,10,16,0,0,0,26
2026-04-03 02:49:03,N,14,13,1,0,0,28
2026-04-03 02:49:03,N,13,13,1,0,0,27
2026-04-03 02:49:04,N,12,13,1,0,0,26
2026-04-03 02:49:05,N,15,12,1,0,0,28
2026-04-03 02:49:05,N,18,19,1,0,0,38
2026-04-03 02:49:05,N,13,11,1,0,0,25
2026-04-03 02:49:06,N,17,12,1,0,0,30
2026-04-03 02:49:06,N,16,12,0,0,0,28
2026-04-03 02:49:07,N,15,7,0,0,0,22
2026-04-03 02:49:07,N,13,16,1,0,0,30
2026-04-03 02:49:08,N,12,12,2,0,0,26
2026-04-03 02:49:08,N,16,10,1,0,0,27
2026-04-03 02:49:09,N,18,14,0,0,0,32
2026-04-03 02:49:09,N,15,11,1,0,0,27
2026-04-03 02:49:10,N,10,17,1,0,0,28
2026-04-03 02:49:10,N,14,14,1,0,0,29
2026-04-03 02:49:11,N,14,13,1,0,0,28
2026-04-03 02:49:12,N,16,15,2,0,0,33
2026-04-03 02:49:12,N,13,11,1,0,0,25
2026-04-03 02:49:13,N,15,16,2,0,0,33
2026-04-03 02:49:13,N,14,15,2,0,0,31
2026-04-03 02:49:13,N,18,10,3,0,0,31
2026-04-03 02:49:14,N,13,13,1,0,0,27
2026-04-03 02:49:14,N,11,11,2,0,0,24
2026-04-03 02:49:15,N,15,10,1,0,0,26
2026-04-03 02:49:15,N,16,11,0,0,0,27
2026-04-03 02:49:16,N,16,12,2,0,0,30
2026-04-03 02:49:17,N,14,7,1,0,0,22
2026-04-03 02:49:17,N,12,15,2,0,0,29
2026-04-03 02:49:17,N,15,9,2,0,0,26
2026-04-03 02:49:18,N,15,12,1,0,0,28
2026-04-03 02:49:19,N,13,9,1,0,0,23
2026-04-03 02:49:19,N,15,9,2,0,0,26
2026-04-03 02:49:19,N,13,8,2,0,0,23
2026-04-03 02:49:20,N,13,13,1,0,0,27
2026-04-03 02:49:21,N,11,7,2,0,0,20
2026-04-03 02:49:21,N,13,11,0,0,0,24
2026-04-03 02:49:21,N,15,7,2,0,0,24
2026-04-03 02:49:22,N,12,8,0,0,0,20
2026-04-03 02:49:22,N,12,10,1,0,0,23
2026-04-03 02:49:23,N,19,8,3,0,0,30
2026-04-03 02:49:23,N,21,6,3,0,0,30
2026-04-03 02:49:24,N,14,9,2,0,0,25
2026-04-03 02:49:24,N,15,4,2,0,0,21
2026-04-03 02:49:25,N,14,9,2,0,0,25
2026-04-03 02:49:25,N,17,4,0,0,0,21
2026-04-03 02:49:26,N,13,10,1,0,0,24
2026-04-03 02:49:26,N,15,5,0,0,0,20
2026-04-03 02:49:27,N,19,8,2,0,0,29
2026-04-03 02:49:27,N,16,8,1,0,0,25
2026-04-03 02:49:28,N,14,7,3,0,0,24
2026-04-03 02:49:28,N,14,6,4,0,0,24
2026-04-03 02:49:29,N,17,5,0,0,0,22
2026-04-03 02:49:29,N,13,12,3,0,0,28
2026-04-03 02:49:30,N,16,6,0,0,0,22
2026-04-03 02:49:30,N,12,10,2,0,0,24
2026-04-03 02:49:31,N,12,7,2,0,0,21
2026-04-03 02:49:31,N,11,9,3,0,0,23
2026-04-03 02:49:32,N,16,8,3,0,0,27
2026-04-03 02:49:32,N,14,10,0,0,0,24
2026-04-03 02:49:33,N,13,11,2,0,0,26
2026-04-03 02:49:33,N,11,8,0,0,0,19
2026-04-03 02:49:34,N,11,11,1,0,0,23
2026-04-03 02:49:34,N,12,9,0,0,0,21
2026-04-03 02:49:35,N,14,10,1,0,0,25
2026-04-03 02:49:35,N,10,10,0,0,0,20
2026-04-03 02:49:36,N,11,7,0,0,0,18
2026-04-03 02:49:36,N,10,11,1,0,0,22
2026-04-03 02:49:37,N,11,8,0,0,0,19
2026-04-03 02:49:37,N,7,10,0,0,0,17
2026-04-03 02:49:38,N,10,10,0,0,0,20
2026-04-03 02:49:38,N,10,7,0,0,0,17
2026-04-03 02:49:39,N,10,11,1,0,0,22
2026-04-03 02:49:39,N,8,12,0,0,0,20
2026-04-03 02:49:40,N,8,13,0,0,0,21
2026-04-03 02:49:40,N,11,12,1,0,0,24
2026-04-03 02:49:40,S,14,13,1,0,0,28
2026-04-03 02:49:41,N,12,9,0,0,0,21
2026-04-03 02:49:41,N,7,13,2,0,0,22
2026-04-03 02:49:42,S,17,14,0,0,0,31
2026-04-03 02:49:42,N,10,11,1,0,0,22
2026-04-03 02:49:42,N,10,14,2,0,0,26
2026-04-03 02:49:43,S,14,10,1,0,0,25
2026-04-03 02:49:43,N,7,11,1,0,0,19
2026-04-03 02:49:43,N,11,12,3,0,0,26
2026-04-03 02:49:44,S,13,14,0,0,0,27
2026-04-03 02:49:44,N,9,11,2,0,0,22
2026-04-03 02:49:44,N,15,10,2,0,0,27
2026-04-03 02:49:45,S,11,14,1,0,0,26
2026-04-03 02:49:45,N,15,9,4,0,0,28
2026-04-03 02:49:45,N,10,11,0,0,0,21
2026-04-03 02:49:46,S,13,15,1,0,0,29
2026-04-03 02:49:46,N,13,9,1,0,0,23
2026-04-03 02:49:47,N,12,10,2,0,0,24
2026-04-03 02:49:47,S,14,15,0,0,0,29
2026-04-03 02:49:47,N,10,14,3,0,0,27
2026-04-03 02:49:47,N,11,10,1,0,0,22
2026-04-03 02:49:48,S,17,12,2,0,0,31
2026-04-03 02:49:48,N,11,9,3,0,0,23
2026-04-03 02:49:48,N,13,9,3,0,0,25
2026-04-03 02:49:49,S,15,9,0,0,0,24
2026-04-03 02:49:49,N,16,5,1,0,0,22
2026-04-03 02:49:49,N,12,11,3,0,0,26
2026-04-03 02:49:50,S,12,9,4,0,0,25
2026-04-03 02:49:50,N,15,7,2,0,0,24
2026-04-03 02:49:50,N,14,8,3,0,0,25
2026-04-03 02:49:51,S,16,13,2,0,0,31
2026-04-03 02:49:51,N,13,11,2,0,0,26
2026-04-03 02:49:51,N,15,11,3,0,0,29
2026-04-03 02:49:52,S,10,16,0,0,0,26
2026-04-03 02:49:52,N,13,11,1,0,0,25
2026-04-03 02:49:52,N,13,10,1,0,0,24
2026-04-03 02:49:53,S,14,13,1,0,0,28
2026-04-03 02:49:53,N,17,10,1,0,0,28
2026-04-03 02:49:53,E,15,14,2,0,0,31
2026-04-03 02:49:54,S,13,11,1,0,0,25
2026-04-03 02:49:54,N,13,14,1,0,0,28
2026-04-03 02:49:54,N,10,12,1,0,0,23
2026-04-03 02:49:55,N,10,13,1,0,0,24
2026-04-03 02:49:55,E,18,11,0,0,0,29
2026-04-03 02:49:55,S,14,15,2,0,0,31
2026-04-03 02:49:55,N,11,11,1,0,0,23
2026-04-03 02:49:55,N,14,13,0,0,0,27
2026-04-03 02:49:56,E,14,11,0,0,0,25
2026-04-03 02:49:56,S,13,13,1,0,0,27
2026-04-03 02:49:56,N,12,17,0,0,0,29
2026-04-03 02:49:56,N,14,8,1,0,0,23
2026-04-03 02:49:57,E,13,14,1,0,0,28
2026-04-03 02:49:57,S,15,10,1,0,0,26
2026-04-03 02:49:57,N,12,16,2,0,0,30
2026-04-03 02:49:58,N,9,12,0,0,0,21
2026-04-03 02:49:58,E,12,15,1,0,0,28
2026-04-03 02:49:58,S,16,12,2,0,0,30
2026-04-03 02:49:58,N,14,10,7,0,0,31
2026-04-03 02:49:58,N,12,16,2,0,0,30
2026-04-03 02:49:59,E,12,12,2,0,0,26
2026-04-03 02:49:59,S,12,15,2,0,0,29
2026-04-03 02:49:59,N,9,15,6,0,0,30
2026-04-03 02:50:00,E,12,13,0,0,0,25
2026-04-03 02:50:00,N,13,15,3,0,0,31
2026-04-03 02:50:00,S,15,12,1,0,0,28
2026-04-03 02:50:00,N,11,10,3,0,0,24
2026-04-03 02:50:00,N,13,9,6,0,0,28
2026-04-03 02:50:01,E,18,14,1,0,0,33
2026-04-03 02:50:01,S,15,9,2,0,0,26
2026-04-03 02:50:01,N,13,11,3,0,0,27
2026-04-03 02:50:02,N,14,9,7,0,0,30
2026-04-03 02:50:02,E,13,11,0,0,0,24
2026-04-03 02:50:02,S,12,14,1,0,0,27
2026-04-03 02:50:02,N,11,10,4,0,0,25
2026-04-03 02:50:02,N,10,8,3,0,0,21
2026-04-03 02:50:03,E,14,9,4,0,0,27
2026-04-03 02:50:03,S,13,9,0,0,0,22
2026-04-03 02:50:03,N,11,12,6,0,0,29
2026-04-03 02:50:03,N,13,15,4,0,0,32
2026-04-03 02:50:04,E,16,12,2,0,0,30
2026-04-03 02:50:04,S,12,6,1,0,0,19
2026-04-03 02:50:04,N,13,9,3,0,0,25
2026-04-03 02:50:05,E,11,13,1,0,0,25
2026-04-03 02:50:05,N,12,9,4,0,0,25
2026-04-03 02:50:05,S,20,7,3,0,0,30
2026-04-03 02:50:05,N,12,12,2,0,0,26
2026-04-03 02:50:05,N,10,10,6,0,0,26
2026-04-03 02:50:06,E,13,13,1,0,0,27
2026-04-03 02:50:06,S,13,9,1,0,0,23
2026-04-03 02:50:06,N,14,14,3,0,0,31
2026-04-03 02:50:06,N,11,8,2,0,0,21
2026-04-03 02:50:07,E,14,11,1,0,0,26
2026-04-03 02:50:07,S,13,10,2,0,0,25
2026-04-03 02:50:07,N,20,7,2,0,0,29
2026-04-03 02:50:08,N,14,11,2,0,0,27
2026-04-03 02:50:08,E,15,14,1,0,0,30
2026-04-03 02:50:08,S,15,8,1,0,0,24
2026-04-03 02:50:08,N,15,11,0,0,0,26
2026-04-03 02:50:08,N,12,12,3,0,0,27
2026-04-03 02:50:09,E,13,14,1,0,0,28
2026-04-03 02:50:09,S,15,8,2,0,0,25
2026-04-03 02:50:09,N,16,6,1,0,0,23
2026-04-03 02:50:09,N,16,12,2,0,0,30
2026-04-03 02:50:10,E,14,10,1,0,0,25
2026-04-03 02:50:10,S,15,5,4,0,0,24
2026-04-03 02:50:10,N,14,10,0,0,0,24
2026-04-03 02:50:10,N,17,5,3,0,0,25
2026-04-03 02:50:11,E,15,8,2,0,0,25
2026-04-03 02:50:11,S,18,7,1,0,0,26
2026-04-03 02:50:11,N,16,9,0,0,0,25
2026-04-03 02:50:11,N,14,9,2,0,0,25
2026-04-03 02:50:12,E,12,14,1,0,0,27
2026-04-03 02:50:12,S,15,9,0,0,0,24
2026-04-03 02:50:12,N,16,11,1,0,0,28
2026-04-03 02:50:12,N,20,8,0,0,0,28
2026-04-03 02:50:13,E,11,11,1,0,0,23
2026-04-03 02:50:13,S,15,6,1,0,0,22
2026-04-03 02:50:13,N,11,14,0,0,0,25
2026-04-03 02:50:13,N,16,9,1,0,0,26
2026-04-03 02:50:14,E,13,12,4,0,0,29
2026-04-03 02:50:14,S,19,8,2,0,0,29
2026-04-03 02:50:14,N,11,17,1,0,0,29
2026-04-03 02:50:14,N,13,11,0,0,0,24
2026-04-03 02:50:15,E,10,11,1,0,0,22
2026-04-03 02:50:15,S,14,8,4,0,0,26
2026-04-03 02:50:15,N,12,11,2,0,0,25
2026-04-03 02:50:16,N,10,11,0,0,0,21
2026-04-03 02:50:16,W,17,15,1,0,0,33
2026-04-03 02:50:16,E,16,11,0,0,0,27
2026-04-03 02:50:16,S,12,11,2,0,0,25
2026-04-03 02:50:16,N,12,9,0,0,0,21
2026-04-03 02:50:16,W,16,15,0,0,0,31
2026-04-03 02:50:17,E,14,7,2,0,0,23
2026-04-03 02:50:17,N,16,11,1,0,0,28
2026-04-03 02:50:17,S,15,10,2,0,0,27
2026-04-03 02:50:17,N,10,9,1,0,0,20
2026-04-03 02:50:18,N,16,14,0,0,0,30
2026-04-03 02:50:18,W,15,14,0,0,0,29
2026-04-03 02:50:18,E,15,7,2,0,0,24
2026-04-03 02:50:18,S,11,10,0,0,0,21
2026-04-03 02:50:18,N,9,19,0,0,0,28
2026-04-03 02:50:18,W,13,13,1,0,0,27
2026-04-03 02:50:19,E,14,10,3,0,0,27
2026-04-03 02:50:19,S,12,7,0,0,0,19
2026-04-03 02:50:19,N,13,11,2,0,0,26
2026-04-03 02:50:19,N,11,12,1,0,0,24
2026-04-03 02:50:20,W,11,13,1,0,0,25
2026-04-03 02:50:20,N,12,12,0,0,0,24
2026-04-03 02:50:20,E,10,10,2,0,0,22
2026-04-03 02:50:20,S,13,11,0,0,0,24
2026-04-03 02:50:20,N,8,14,0,0,0,22
2026-04-03 02:50:20,W,15,17,1,0,0,33
2026-04-03 02:50:21,E,13,6,1,0,0,20
2026-04-03 02:50:21,S,9,11,0,0,0,20
2026-04-03 02:50:21,N,14,11,2,0,0,27
2026-04-03 02:50:21,N,10,12,0,0,0,22
2026-04-03 02:50:22,W,15,14,0,0,0,29
2026-04-03 02:50:22,N,14,11,1,0,0,26
2026-04-03 02:50:22,E,14,8,1,0,0,23
2026-04-03 02:50:22,S,9,12,0,0,0,21
2026-04-03 02:50:22,N,12,10,0,0,0,22
2026-04-03 02:50:22,W,16,11,1,0,0,28
2026-04-03 02:50:23,E,16,5,3,0,0,24
2026-04-03 02:50:23,N,11,11,1,0,0,23
2026-04-03 02:50:23,S,9,12,0,0,0,21
2026-04-03 02:50:23,N,15,15,0,0,0,30
2026-04-03 02:50:24,N,12,9,0,0,0,21
2026-04-03 02:50:24,W,16,8,0,0,0,24
2026-04-03 02:50:24,E,17,5,0,0,0,22
2026-04-03 02:50:24,W,12,11,4,0,0,27
2026-04-03 02:50:25,N,11,10,1,0,0,22
2026-04-03 02:50:25,E,17,6,0,0,0,23
2026-04-03 02:50:26,W,14,15,0,0,0,29
2026-04-03 02:50:26,N,9,11,4,0,0,24
2026-04-03 02:50:26,E,13,9,1,0,0,23
2026-04-03 02:50:26,S,10,10,1,0,0,21
2026-04-03 02:50:26,N,12,15,2,0,0,29
2026-04-03 02:50:26,W,12,14,0,0,0,26
2026-04-03 02:50:27,E,19,8,2,0,0,29
2026-04-03 02:50:27,S,11,13,0,0,0,24
2026-04-03 02:50:27,N,13,11,2,0,0,26
2026-04-03 02:50:27,N,9,10,0,0,0,19
2026-04-03 02:50:28,W,13,13,1,0,0,27
2026-04-03 02:50:29,E,14,10,4,0,0,28
2026-04-03 02:50:29,S,9,15,3,0,0,27
2026-04-03 02:50:29,N,13,11,1,0,0,25
2026-04-03 02:50:29,W,14,10,1,0,0,25
2026-04-03 02:50:29,E,12,9,1,0,0,22
2026-04-03 02:50:29,W,13,13,2,0,0,28
2026-04-03 02:50:30,E,13,10,2,0,0,25
2026-04-03 02:50:30,N,12,13,1,0,0,26
2026-04-03 02:50:30,N,16,10,1,0,0,27
2026-04-03 02:50:31,N,9,9,1,0,0,19
2026-04-03 02:50:31,W,12,13,2,0,0,27
2026-04-03 02:50:31,E,12,8,0,0,0,20
2026-04-03 02:50:31,N,13,11,2,0,0,26
2026-04-03 02:50:31,W,17,9,1,0,0,27
2026-04-03 02:50:32,E,12,9,0,0,0,21
2026-04-03 02:50:32,N,11,15,1,0,0,27
2026-04-03 02:50:33,N,9,13,0,0,0,22
2026-04-03 02:50:33,W,16,11,1,0,0,28
2026-04-03 02:50:33,E,10,8,0,0,0,18
2026-04-03 02:50:33,N,12,14,0,0,0,26
2026-04-03 02:50:34,N,10,14,0,0,0,24
2026-04-03 02:50:35,N,14,11,0,0,0,25
2026-04-03 02:50:36,N,14,14,0,0,0,28
2026-04-03 02:50:37,N,10,15,2,0,0,27
2026-04-03 02:50:38,W,14,13,1,0,0,28
2026-04-03 02:50:39,E,9,14,0,0,0,23
2026-04-03 02:50:39,N,15,10,2,0,0,27
2026-04-03 02:50:39,S,12,12,0,0,0,24
2026-04-03 02:50:39,N,17,9,1,0,0,27
2026-04-03 02:50:39,W,20,13,1,0,0,34
2026-04-03 02:50:40,E,9,13,0,0,0,22
2026-04-03 02:50:40,N,11,11,2,0,0,24
2026-04-03 02:50:40,S,12,8,3,0,0,23
2026-04-03 02:50:40,N,18,11,1,0,0,30
2026-04-03 02:50:41,W,12,11,1,0,0,24
2026-04-03 02:50:41,E,8,10,0,0,0,18
2026-04-03 02:50:41,N,13,10,2,0,0,25
2026-04-03 02:50:41,S,12,7,1,0,0,20
2026-04-03 02:50:41,N,14,7,1,0,0,22
2026-04-03 02:50:43,W,13,9,1,0,0,23
2026-04-03 02:50:43,E,13,10,0,0,0,23
2026-04-03 02:50:43,N,16,10,1,0,0,27
2026-04-03 02:50:43,S,12,8,1,0,0,21
2026-04-03 02:50:43,N,14,6,1,0,0,21
2026-04-03 02:50:43,W,17,8,1,0,0,26
2026-04-03 02:50:43,E,7,13,2,0,0,22
2026-04-03 02:50:43,S,13,11,3,0,0,27
2026-04-03 02:50:43,N,14,6,2,0,0,22
2026-04-03 02:50:44,W,15,10,2,0,0,27
2026-04-03 02:50:44,N,16,8,3,0,0,27
2026-04-03 02:50:44,E,10,11,2,0,0,23
2026-04-03 02:50:44,S,15,7,1,0,0,23
2026-04-03 02:50:44,N,11,9,1,0,0,21
2026-04-03 02:50:45,W,16,7,1,0,0,24
2026-04-03 02:50:45,E,11,12,3,0,0,26
2026-04-03 02:50:45,N,15,14,2,0,0,31
2026-04-03 02:50:45,S,15,8,1,0,0,24
2026-04-03 02:50:45,N,16,3,1,0,0,20
2026-04-03 02:50:45,N,15,11,0,0,0,26
2026-04-03 02:50:46,W,13,9,2,0,0,24
2026-04-03 02:50:46,E,13,11,0,0,0,24
2026-04-03 02:50:46,S,13,10,0,0,0,23
2026-04-03 02:50:46,N,10,5,0,0,0,15
2026-04-03 02:50:46,W,11,11,2,0,0,24
2026-04-03 02:50:47,E,11,9,3,0,0,23
2026-04-03 02:50:47,N,17,7,0,0,0,24
2026-04-03 02:50:47,S,14,11,1,0,0,26
2026-04-03 02:50:47,N,11,6,4,0,0,21
2026-04-03 02:50:48,N,18,11,1,0,0,30
2026-04-03 02:50:48,W,17,8,4,0,0,29
2026-04-03 02:50:48,E,12,9,1,0,0,22
2026-04-03 02:50:48,S,11,9,0,0,0,20
2026-04-03 02:50:48,N,14,11,4,0,0,29
2026-04-03 02:50:48,N,16,14,1,0,0,31
2026-04-03 02:50:48,W,18,9,1,0,0,28
2026-04-03 02:50:49,E,16,5,1,0,0,22
2026-04-03 02:50:49,S,12,15,0,0,0,27
2026-04-03 02:50:49,N,14,8,3,0,0,25
2026-04-03 02:50:49,W,15,5,3,0,0,23
2026-04-03 02:50:49,N,15,8,2,0,0,25
2026-04-03 02:50:49,E,15,7,4,0,0,26
2026-04-03 02:50:50,S,7,17,2,0,0,26
2026-04-03 02:50:50,N,17,8,0,0,0,25
2026-04-03 02:50:50,N,12,6,1,0,0,19
2026-04-03 02:50:50,W,15,4,0,0,0,19
2026-04-03 02:50:50,E,14,13,4,0,0,31
2026-04-03 02:50:51,S,14,10,5,0,0,29
2026-04-03 02:50:51,N,19,9,2,0,0,30
2026-04-03 02:50:51,W,16,6,1,0,0,23
2026-04-03 02:50:51,N,10,8,2,0,0,20
2026-04-03 02:50:51,E,14,9,3,0,0,26
2026-04-03 02:50:52,S,9,14,6,0,0,29
2026-04-03 02:50:52,N,21,10,0,0,0,31
2026-04-03 02:50:52,N,12,7,1,0,0,20
2026-04-03 02:50:52,W,15,6,2,0,0,23
2026-04-03 02:50:52,E,14,7,1,0,0,22
2026-04-03 02:50:53,S,13,6,4,0,0,23
2026-04-03 02:50:53,N,15,12,1,0,0,28
2026-04-03 02:50:53,W,15,6,2,0,0,23
2026-04-03 02:50:53,N,14,6,1,0,0,21
2026-04-03 02:50:53,E,9,9,2,0,0,20
2026-04-03 02:50:54,S,13,11,3,0,0,27
2026-04-03 02:50:54,N,15,6,1,0,0,22
2026-04-03 02:50:54,N,13,7,2,0,0,22
2026-04-03 02:50:54,W,13,8,3,0,0,24
2026-04-03 02:50:54,E,15,10,1,0,0,26
2026-04-03 02:50:55,S,11,10,4,0,0,25
2026-04-03 02:50:55,N,15,7,2,0,0,24
2026-04-03 02:50:56,N,16,11,2,0,0,29
2026-04-03 02:50:56,W,10,12,2,0,0,24
2026-04-03 02:50:56,E,13,12,1,0,0,26
2026-04-03 02:50:56,S,12,9,5,0,0,26
2026-04-03 02:50:56,N,14,12,0,0,0,26
2026-04-03 02:50:57,W,14,8,1,0,0,23
2026-04-03 02:50:57,E,11,16,1,0,0,28
2026-04-03 02:50:57,N,12,15,5,0,0,32
2026-04-03 02:50:57,S,12,7,4,0,0,23
2026-04-03 02:50:57,N,15,10,0,0,0,25
2026-04-03 02:50:57,W,10,6,0,0,0,16
2026-04-03 02:50:58,N,12,12,4,0,0,28
2026-04-03 02:50:58,E,13,15,3,0,0,31
2026-04-03 02:50:58,S,14,11,2,0,0,27
2026-04-03 02:50:58,N,13,12,0,0,0,25
2026-04-03 02:50:59,W,11,9,0,0,0,20
2026-04-03 02:50:59,E,8,15,7,0,0,30
2026-04-03 02:50:59,S,14,14,3,0,0,31
2026-04-03 02:50:59,N,12,10,0,0,0,22
2026-04-03 02:50:59,N,18,9,3,0,0,30
2026-04-03 02:50:59,N,16,10,1,0,0,27
2026-04-03 02:50:59,W,12,10,0,0,0,22
2026-04-03 02:50:59,E,13,8,7,0,0,28
2026-04-03 02:51:00,S,20,7,2,0,0,29
2026-04-03 02:51:00,N,12,11,0,0,0,23
2026-04-03 02:51:00,N,17,13,1,0,0,31
2026-04-03 02:51:00,W,10,10,0,0,0,20
2026-04-03 02:51:00,E,12,6,3,0,0,21
2026-04-03 02:51:01,S,15,11,0,0,0,26
2026-04-03 02:51:01,N,11,7,2,0,0,20
2026-04-03 02:51:01,N,22,10,0,0,0,32
2026-04-03 02:51:01,W,7,10,0,0,0,17
2026-04-03 02:51:02,E,9,12,4,0,0,25
2026-04-03 02:51:02,S,18,10,0,0,0,28
2026-04-03 02:51:02,N,10,10,3,0,0,23
2026-04-03 02:51:03,N,15,10,0,0,0,25
2026-04-03 02:51:03,W,10,10,0,0,0,20
2026-04-03 02:51:03,E,10,8,6,0,0,24
2026-04-03 02:51:03,N,17,10,2,0,0,29
2026-04-03 02:51:03,W,9,11,0,0,0,20
2026-04-03 02:51:03,E,9,12,4,0,0,25
2026-04-03 02:51:04,N,15,5,1,0,0,21
2026-04-03 02:51:04,W,10,7,0,0,0,17
2026-04-03 02:51:04,E,12,11,2,0,0,25
2026-04-03 02:51:05,N,17,8,3,0,0,28
2026-04-03 02:51:05,W,12,13,2,0,0,27
2026-04-03 02:51:06,E,14,12,4,0,0,30
2026-04-03 02:51:06,N,11,10,1,0,0,22
2026-04-03 02:51:06,W,11,9,2,0,0,22
2026-04-03 02:51:07,E,16,13,1,0,0,30
2026-04-03 02:51:07,N,13,12,0,0,0,25
2026-04-03 02:51:07,W,14,13,3,0,0,30
2026-04-03 02:51:08,E,16,7,3,0,0,26
2026-04-03 02:51:08,N,13,9,0,0,0,22
2026-04-03 02:51:08,W,10,12,0,0,0,22
2026-04-03 02:51:09,E,17,16,0,0,0,33
2026-04-03 02:51:09,S,16,11,0,0,0,27
2026-04-03 02:51:09,N,13,8,2,0,0,23
2026-04-03 02:51:09,W,14,8,3,0,0,25
2026-04-03 02:51:09,N,10,12,0,0,0,22
2026-04-03 02:51:10,E,13,11,1,0,0,25
2026-04-03 02:51:10,S,15,9,0,0,0,24
2026-04-03 02:51:10,N,13,13,0,0,0,26
2026-04-03 02:51:11,N,13,13,0,0,0,26
2026-04-03 02:51:11,W,15,7,1,0,0,23
2026-04-03 02:51:12,E,11,11,0,0,0,22
2026-04-03 02:51:12,N,13,6,3,0,0,22
2026-04-03 02:51:13,W,16,9,4,0,0,29
2026-04-03 02:51:13,E,17,8,0,0,0,25
2026-04-03 02:51:13,N,12,8,3,0,0,23
2026-04-03 02:51:13,W,14,13,4,0,0,31
2026-04-03 02:51:14,E,11,11,1,0,0,23
2026-04-03 02:51:14,N,14,9,2,0,0,25
2026-04-03 02:51:14,W,14,9,3,0,0,26
2026-04-03 02:51:15,E,12,15,1,0,0,28
2026-04-03 02:51:15,N,15,8,3,0,0,26
2026-04-03 02:51:17,N,14,8,0,0,0,22
2026-04-03 02:51:19,N,18,10,0,0,0,28
2026-04-03 02:51:20,N,17,5,0,0,0,22
2026-04-03 02:51:20,N,19,7,1,0,0,27
2026-04-03 02:51:20,N,11,7,2,0,0,20
2026-04-03 02:51:22,N,12,7,1,0,0,20
2026-04-03 02:51:23,N,15,5,3,0,0,23
2026-04-03 02:51:24,N,15,6,2,0,0,23
2026-04-03 02:51:24,N,14,6,1,0,0,21
2026-04-03 02:51:25,N,14,6,3,0,0,23
2026-04-03 02:51:25,E,12,13,2,0,0,27
2026-04-03 02:51:26,N,15,7,2,0,0,24
2026-04-03 02:51:27,W,14,8,1,0,0,23
2026-04-03 02:51:27,E,12,9,1,0,0,22
2026-04-03 02:51:27,S,15,10,0,0,0,25
2026-04-03 02:51:27,N,14,8,2,0,0,24
2026-04-03 02:51:27,W,12,12,1,0,0,25
2026-04-03 02:51:28,N,14,8,3,0,0,25
2026-04-03 02:51:29,W,13,12,1,0,0,26
2026-04-03 02:51:29,N,14,7,3,0,0,24
2026-04-03 02:51:29,E,8,12,2,0,0,22
2026-04-03 02:51:29,W,10,13,1,0,0,24
2026-04-03 02:51:29,N,13,5,4,0,0,22
2026-04-03 02:51:30,E,10,9,1,0,0,20
